15-10-7 下午5:03
项目统计

     	   片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	85058	357064	3054896	3357899	  1870	
剩余：  	71733	336795	2932578	3228446	  1870	
独特：  	42566	270601	2279580	2537858	  1870	
剩余独特：	42381	268752	2268528	2525019	  1870	


单文件统计：

文件名                                                       	 总片段	剩余片段	独特片段	剩余独特片段	 总计词汇	 剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
memory/freememory.html                                    	  33	  24	  12	    12	  130	  118	  107	   107	    1011	      940	      735	        735	    1112	     1038	      833	        833	
memory/FreeStructure.html                                 	  32	  23	   9	     9	  138	  126	   58	    58	     998	      927	      454	        454	    1107	     1033	      506	        506	
memory/index.html                                         	  87	  82	  61	    61	  149	  141	  120	   120	    1820	     1770	     1441	       1441	    1884	     1830	     1500	       1500	
memory/memorysize.html                                    	  25	  18	   8	     8	   71	   61	   41	    41	     646	      587	      343	        343	     696	      634	      380	        380	
memory/memorystringlength.html                            	  30	  23	  12	    12	  109	   99	   65	    65	     837	      778	      512	        512	     925	      863	      575	        575	
memory/movememory.html                                    	  30	  21	   7	     7	   99	   87	   44	    44	     782	      711	      397	        397	     854	      780	      437	        437	
memory/peeka.html                                         	  20	  13	   8	     8	   48	   38	   33	    33	     359	      300	      242	        242	     391	      329	      271	        271	
memory/peekb.html                                         	  20	  13	   7	     7	   47	   37	   27	    27	     334	      275	      201	        201	     365	      303	      225	        225	
memory/peekc.html                                         	  21	  14	   7	     7	   55	   45	   33	    33	     401	      342	      243	        243	     438	      376	      273	        273	
memory/peekd.html                                         	  20	  13	   7	     7	   47	   37	   27	    27	     339	      280	      206	        206	     370	      308	      230	        230	
memory/peekf.html                                         	  20	  13	   7	     7	   46	   36	   26	    26	     331	      272	      198	        198	     361	      299	      221	        221	
memory/peeki.html                                         	  20	  13	   7	     7	   57	   47	   37	    37	     385	      326	      252	        252	     424	      362	      284	        284	
memory/peekl.html                                         	  20	  13	   7	     7	   47	   37	   27	    27	     335	      276	      202	        202	     366	      304	      226	        226	
memory/peekq.html                                         	  20	  13	   7	     7	   47	   37	   27	    27	     335	      276	      202	        202	     366	      304	      226	        226	
memory/peeks.html                                         	  35	  28	  11	    11	  144	  134	   74	    74	    1046	      987	      523	        523	    1165	     1103	      592	        592	
memory/peeku.html                                         	  20	  13	   7	     7	   48	   38	   28	    28	     354	      295	      221	        221	     386	      324	      246	        246	
memory/peekw.html                                         	  20	  13	   7	     7	   47	   37	   27	    27	     335	      276	      202	        202	     366	      304	      226	        226	
memory/pokea.html                                         	  22	  14	   5	     5	   47	   36	   24	    24	     338	      274	      185	        185	     366	      299	      207	        207	
memory/pokeb.html                                         	  22	  14	   4	     4	   47	   36	   19	    19	     333	      269	      160	        160	     361	      294	      178	        178	
memory/pokec.html                                         	  23	  15	   4	     4	   55	   44	   25	    25	     395	      331	      197	        197	     429	      362	      221	        221	
memory/poked.html                                         	  22	  14	   4	     4	   47	   36	   19	    19	     336	      272	      163	        163	     364	      297	      181	        181	
memory/pokef.html                                         	  22	  14	   4	     4	   46	   35	   18	    18	     331	      267	      158	        158	     358	      291	      175	        175	
memory/pokei.html                                         	  22	  14	   4	     4	   57	   46	   29	    29	     381	      317	      208	        208	     417	      350	      234	        234	
memory/pokel.html                                         	  22	  14	   4	     4	   47	   36	   19	    19	     334	      270	      161	        161	     362	      295	      179	        179	
memory/pokeq.html                                         	  22	  14	   4	     4	   47	   36	   19	    19	     334	      270	      161	        161	     362	      295	      179	        179	
memory/pokes.html                                         	  37	  30	  17	    17	  190	  180	  150	   150	    1263	     1204	      999	        999	    1426	     1364	     1143	       1143	
memory/pokeu.html                                         	  22	  14	   4	     4	   47	   36	   19	    19	     341	      277	      168	        168	     369	      302	      186	        186	
memory/pokew.html                                         	  22	  14	   4	     4	   47	   36	   19	    19	     356	      292	      172	        172	     384	      317	      190	        190	
memory/reallocatememory.html                              	  63	  54	  29	    29	  367	  355	  270	   270	    2464	     2391	     1794	       1794	    2786	     2710	     2047	       2047	
menu/BindMenuEvent.html                                   	  56	  47	  25	    25	  198	  186	   97	    97	    2055	     1984	     1041	       1041	    2203	     2129	     1127	       1127	
